ticket_id,true_topic,lda_topic,lda_topic_score,nmf_topic,nmf_topic_score
TKT-0113,payment,4,0.8663058146783942,4,0.5516291721288993
TKT-0114,bug,0,0.9108049368920693,3,0.09656821312858545
TKT-0115,login,1,0.899996762030768,0,0.0020507944532124484
TKT-0116,login,4,0.8855059397661336,0,0.26744886786856636
TKT-0117,bug,3,0.866663349017117,3,7.915522689268088e-16
TKT-0118,account,3,0.8399951015376335,4,4.407173964145134e-20
TKT-0119,account,0,0.8851452989252382,4,0.23615071935170445
TKT-0120,login,1,0.8853241699702173,0,0.001993358968405068
TKT-0121,account,2,0.8664764534572251,1,0.1814601436860562
TKT-0122,feature,1,0.8663399112142297,4,0.008154453630494506
TKT-0123,feature,2,0.8997322691381653,4,0.057114818966632556
TKT-0124,payment,4,0.8664868262519578,2,0.5419503165558314
TKT-0125,feature,0,0.8855360158248201,4,0.14417884614357246
TKT-0126,login,1,0.8850812275823455,0,0.4306465578869184
TKT-0127,account,2,0.8664764534572251,1,0.1814601436860562
TKT-0128,login,4,0.8855059397661336,0,0.26744886786856636
TKT-0129,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0130,feature,2,0.8662256226346621,1,0.10854368579021997
TKT-0131,feature,1,0.8663399112142297,4,0.008154453630494506
TKT-0132,payment,3,0.8997768828610119,2,0.16883664601764475
TKT-0133,feature,2,0.8999968712717734,4,2.6469195112726684e-24
TKT-0134,account,0,0.8851452989252382,4,0.23615071935170445
TKT-0135,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0136,login,4,0.8662203001237462,2,0.009974777914731392
TKT-0137,login,1,0.8850812275823455,0,0.4306465578869184
TKT-0138,bug,0,0.9110255009770298,4,0.026018019699461138
TKT-0139,account,3,0.8399951015376335,4,4.407173964145134e-20
TKT-0140,bug,1,0.866262133745224,1,0.5283981601928852
TKT-0141,feature,2,0.8999968712717734,4,2.6469195112726684e-24
TKT-0142,feature,2,0.8856614555943677,3,0.5649423272873189
TKT-0143,login,3,0.8856424716906108,2,0.002294109425244233
TKT-0144,feature,2,0.8662256226346621,1,0.10854368579021997
TKT-0145,feature,2,0.8856614555943677,3,0.5649423272873189
TKT-0146,feature,2,0.8997322691381653,4,0.057114818966632556
TKT-0147,account,3,0.8666619192772093,0,0.0019581912258550068
TKT-0148,account,0,0.8851452989252382,4,0.23615071935170445
TKT-0149,login,3,0.8856424716906108,2,0.002294109425244233
TKT-0150,account,0,0.8851452989252382,4,0.23615071935170445
TKT-0151,account,2,0.8664764534572251,1,0.1814601436860562
TKT-0152,payment,4,0.8664868262519578,2,0.5419503165558314
TKT-0153,feature,1,0.8663399112142297,4,0.008154453630494506
TKT-0154,feature,2,0.8997322691381653,4,0.057114818966632556
TKT-0155,bug,1,0.866262133745224,1,0.5283981601928852
TKT-0156,feature,2,0.8856614555943677,3,0.5649423272873189
TKT-0157,payment,4,0.8663058146783942,4,0.5516291721288993
TKT-0158,bug,0,0.9109321530974154,0,0.00021056024652850046
TKT-0159,bug,3,0.866663349017117,3,7.915522689268088e-16
TKT-0160,bug,1,0.866262133745224,1,0.5283981601928852
TKT-0161,payment,3,0.8997768828610119,2,0.16883664601764475
TKT-0162,bug,0,0.9110255009770298,4,0.026018019699461138
TKT-0163,login,1,0.8853241699702173,0,0.001993358968405068
TKT-0164,payment,4,0.8664868262519578,2,0.5419503165558314
TKT-0165,payment,2,0.8996948507975953,0,0.00016599259786995868
TKT-0166,bug,1,0.866383938700587,0,0.00025691371365041784
TKT-0167,bug,3,0.866663349017117,3,7.915522689268088e-16
TKT-0168,feature,2,0.8856614555943677,3,0.5649423272873189
TKT-0169,feature,1,0.8663399112142297,4,0.008154453630494506
TKT-0170,account,4,0.8843114902889977,0,0.060766403697956176
TKT-0171,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0172,login,3,0.5997979243045757,0,0.050571168909541456
TKT-0173,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0174,login,4,0.8855059397661336,0,0.26744886786856636
TKT-0175,feature,4,0.8659614066915524,4,0.035301383750569716
TKT-0176,payment,4,0.8663058146783942,4,0.5516291721288993
TKT-0177,login,1,0.8853241699702173,0,0.001993358968405068
TKT-0178,bug,0,0.9110255009770298,4,0.026018019699461138
TKT-0179,payment,3,0.8857102779461827,2,0.010797451540446326
TKT-0180,account,3,0.8666619192772093,0,0.0019581912258550068
TKT-0181,bug,0,0.9110255009770298,4,0.026018019699461138
TKT-0182,login,3,0.8856424716906108,2,0.002294109425244233
TKT-0183,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0184,login,3,0.8856424716906108,2,0.002294109425244233
TKT-0185,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0186,payment,2,0.8996948507975953,0,0.00016599259786995868
TKT-0187,feature,2,0.8999968712717734,4,2.6469195112726684e-24
TKT-0188,bug,3,0.866663349017117,3,7.915522689268088e-16
TKT-0189,payment,1,0.8839843259399354,2,0.12546092844966897
TKT-0190,account,2,0.8664764534572251,1,0.1814601436860562
TKT-0191,payment,4,0.8663058146783942,4,0.5516291721288993
TKT-0192,feature,1,0.8663399112142297,4,0.008154453630494506
TKT-0193,payment,3,0.8997768828610119,2,0.16883664601764475
TKT-0194,account,3,0.8666619192772093,0,0.0019581912258550068
TKT-0195,payment,3,0.838665540733319,2,0.1319271618834163
TKT-0196,bug,3,0.8997011566038071,0,0.00025060810246158006
TKT-0197,bug,1,0.866262133745224,1,0.5283981601928852
TKT-0198,feature,2,0.8999968712717734,4,2.6469195112726684e-24
TKT-0199,account,1,0.8396589557382902,0,0.18120519834301466
TKT-0200,bug,1,0.866262133745224,1,0.5283981601928852
